Waktu,Username,Pesan,Video ID,Video Title,Sentiment
0,@AdiSlamet-e5g,mantep,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
4355,@christiantodp,haduir,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4446,@ivancahyono8533,salam Pramuka....,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4466,@Soultowniszm,caaaaaaakeeeeeeeeeeeeeeeppppppp,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
4488,@trieswantoasmoro600,salam pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4494,@titritsn,"Salam Pramuka, Kak Jazuli....salam pramuka Kak Fanny...",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4538,@andrysutanto3176,hadit,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4554,@PurwantoUptpeternakan,mengikuti live youtube,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4557,@kelurahanpellabuhan,smd hdr,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4591,@eryamanda1649,"Siap Kakak, Salam Pramuka",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4815,@andriarfin409,siap,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4867,@gandungarifin5429,"Jadi ingat saat pramuka di sekolah dulu bu dewi,",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
4905,@liliekandriani4166,Liliek Andriani rsu haji Surabaya,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
4944,@gandungarifin5429,Dulu pakai buku syarat-syarat kecakapan umum,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
4965,@gamesenjoy187,Salam Pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5022,@danielhermanto1594,upsend,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
5036,@maksumdioke9394,Salam Pramuka .......,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5172,@sitimufaria5378,"SALAM PRAMUKA . Siti Mufari'ah, S. Pd dr SMAN 1 KUNIR LUMAJANG HADIR",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5188,@emakoswara1769,Ema Biro Adpim Provinsi Jawa Barat mengikuti,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5188,@NorAinah-x3g,Haidr,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5245,@harismulia8056,salam pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5252,@IrmaHardiyantiWidiHastuti,"mantul isi materi penuh motivasi jadi pemimpin jgn asal jdi pemimpin, pemimpin adalah pelayan,",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
5293,@rosionhutauruk,Rosion Julietta Hutauruk_Sekretaris BKPSDM Kota P.Siantar _ Hadir ,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5311,@Fatzz_RF_D8,materi belum ada di google drive,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
5324,@Fatzz_RF_D8,apa belum boleh di upload?,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
5345,@Fatzz_RF_D8,untuk narsum yang pertama,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
5419,@muhammadsuudin8033,gresik selalu setia,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5430,@IrmaHardiyantiWidiHastuti,suka sama narasumber singkat padat isi materinya berbobot,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
5437,@anak_embun86,Reyadi (Bappeda Kab. Pamekasan,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5510,@muhammadsuudin8033,bpsdm jatim selalu menghadirkan narsum yg top bgt,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
5522,@IrmaHardiyantiWidiHastuti,tapi Pramuka di kabupaten aku untuk SMP BELUM BERKEMBANG PAK DI SEKOLAH TIDAK SEMUANYA IKUT EKSTRA PRAMUKA,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
5538,@zainalaripin1177,haadiiir,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5572,@sukirmansos,Salam Praja Muda Karana th 2026,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5628,@muhammadsuudin8033,masih tetap semangat,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
5642,@sriwahyuni1-me6lj,Salam Pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5668,@sukirmansos,bangga dg pemuda yang berjiwa Pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
5739,@sukirmansos,Tunas Bangsa yang berpatriot sejati,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
5825,@IrmaHardiyantiWidiHastuti,UPTD SMPN 1 GALIS BANGKALAN HADIR SALAM PRAMUKA sehat SEMUANYA,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5878,@agusnongkojajar9370,upt pbh provjatim,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
5920,@sukirmansos,Tunas. kelapa,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
6308,@Fatzz_RF_D8,salah satu pelajaraan bertahan hidup adalah ikut pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
6355,@ArisLukmanHakim-t7q,harir,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
6460,@MartupaSidebang,Pramuka sudah mengalami degradasi nilai di mata masyarakat ketika Pramuka gagal mereposisi organ mengikuti tuntunan zaman yang semakin dinamis dan transparan,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
6634,@rudiyanto1610,terimakasih Pak Yai Jazuli atas ilmu yang disampaikan kepada kami......,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
6682,@AgusWidayat-r9m,agus widayat dlh,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
6721,@heryani846,"Pramuka = Pemuda Bangsa Yang Giat Berkarya, namun realita saat ini Pramuka semakin terpinggirkan, Pramuka sering terpolitisasi oleh oknum pemimpin yang berseragam pramuka, bagaimana solusi cerdasnya ?",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
6727,@mokhamadtaslim3095,alhamdulillah masih stay,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
6763,@kuswantotvchannel2642,SALAM PRAMUKA,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
6788,@Ayahceria,"Pramuka itu berjiwa mandiri, dan karena mandiri itulah ia rela menolong — bukan karena diperintah, apalagi karena tunduk sebagai pengabdi.",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
6933,@protokolable,"Ijin bertanya,Bgaimn Pramuka mmastikan bhwa smangat melayani, memimpin,dan mengabdi bnar² mnjadi krakter, bukan sekadar slogan—trutama ketika tidak ada jbatan, pnghargaan, atau apresiasi yg diperoleh?",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
7281,@tut-00-99,tut...,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
7325,@detra7127,masih mengikuti,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
7394,@dyahhadaning4322,"Dyah hadaning,,,,,,Kel. Wonorejo Kec. Tegalsari Kota surabaya, Haddiiirr",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
7540,@tiniekasbi4833,IRSDN I SUKORAHARJO HAD,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
7572,@aryonoyono9472,usul kak untuk ASN seperti LPJ dimasukkan Materi Orientasi Pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
7729,@YasunariShimizuHIBI,Yasunari Shimizu - PT Honda Insurance Broker Indonesia - Hadir,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
7951,@arsyla4,dooor,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
7958,@aguslithanta8330,Salam PRAMUKA,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
7972,@KaryoSARSUDKajen,dooor,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
7997,@teguhsantoso9126,had8r,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
8028,@muhammadsuudin8033,salam pramuka kak yana,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
8048,@misslaintube,wkwkwk,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
8103,@muhammadsuudin8033,muhammad suudin,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
8159,@hariyonoditya2416,hariyono smagam Bwi,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
8311,@LukmanES22,webnya kok ga bisa ya min,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
8514,@AdminkesBahtiar,bahtiar,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
8644,@weytha7047,"tanggal di sertifikat salah, masih tanggal 12 agustus",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
8676,@weytha7047,tanggal di sertifikat tgl 12 agustus,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
8694,@anitawulan2046,anita,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
8784,@agungyudyana645,Mengambil Topik Pramuka apa mksudnya kedepan ASN disuruh msuk mjd anggota Pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
8897,@HendraBasuki-s7c,Hendra kelurahan Rangkah,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
8964,@bangrose8685,salam pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
9025,@erwinheni-g6k,tanggal disertifikat tanggal 12 agustus 2026,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
9234,@herypurnoto5607,Tanggal sertifikat 12 Agustus 2026,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
9377,@suyatnompd6369,MAntappp..,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
9399,@rumiyatisap,di sertifikat salah tanggalnya,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
9483,@Fadurrahman-fb3ff,hair,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
9589,@fellewannapurba787,@fellewannahadir Kecamatan Siantar Selatan,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
9679,@YumnaaAlfathunissa,"adm.. sertifikat di link tanggal 12 agustus, bukannya harusnya 13 agustus 2026 ?",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
9698,@SuwitoRealme-h1q,mengikuti,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
9973,@mamaanak-anak7032,admin maaf di sertifikatnya tertera tanggal 12 Agustus,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
9975,@agungyudyana645,Kedepan apa mksudnya ASN mau di rekrut mjd anggota Pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
10104,@enadarlita5227,"Salam Pramuka, Saya waktu sekolah anggota Pramuka aktif. saya merasakan bahwa Pramuka mampu membentuk karakter yang sangat baik. rasa tanggung jawab, integritas, disiplin dan kepedulian.",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
10182,@arimulyanto3829,hdr,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
10455,@weytha7047,apakah tidak masalah tanggal disertifikat?,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Negative
10459,@enadarlita5227,"Bagaimana agar genmud sekarang terpanggil mengikuti Pramuka. agar tertanam rasa tanggung jawab, integritas, disiplin kepedulian agar tumbuh jiwa Pramuka pada GENMUD tsb. agar karakter mereka baik",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
10532,@triwulandari4944,Tri Wulandari RSUD DAHA HUSADA,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
10554,@muhammadsuudin8033,ayo.....ayo......semangat,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
10597,@muhammadsuudin8033,semangat 45 kawan,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
10606,@yonanwunandar7693,Salam Pramuka. Mengabdi tiada henti. Jayalah Indonesia,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
10642,@YULIANADWIOKTAVIASARI,hadif,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
10643,@muhammadsuudin8033,ayooooo.....semangan untuk menjadi asn yang berakhlak,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
10679,@muhammadsuudin8033,mantapppp kak yana,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
10707,@muhammadsuudin8033,muhammad suudin tetap setia,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
10783,@muhammadsuudin8033,salam pramukaaa tetap semangat,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
10803,@muhammadsuudin8033,sehat selalukawan,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11000,@muhammadsuudin8033,semangat untuk menjadi asn yang mempunyai jiwa melayani dan memimpin,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11033,@coralsamudra9897,Saya sebagai salah satu orang yang kurang setuju Pramuka diwajibkan arena salah satu prinsip keanggotaan Pramuka adalah SUKARELA. Mungkin ini menjadi salah satu alasan peserta didik benci Pramuka.,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
11061,@muhammadsuudin8033,semangattttttt,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11068,@sukirmansos,Pramuka sebagai Garda terdepan dalam penanaman rasa Patriotisme,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11079,@yonanwunandar7693,Saya dahulu ikut aktif di Gerakan Pramuka dari SD sampai Perguruan Tinggi dan Insaa Allah tetap mempunyai Jiwa Pramuka dalam setiap tindakan. Bagaimana cara membudayakan jiwa Pramuka di tempat kerja,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
11096,@yonanwunandar7693,Untuk rekan kerja dan atasan,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
11098,@muhammadsuudin8033,siap mengabdi melayani dengan setulus hati,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11183,@muhammadsuudin8033,semangat,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11198,@yonanwunandar7693,"Insaa Allah kalau jiwa pramuka tetap menggelora. tidak ada namanya korupsi, tidak profesional, saling menyalahkan dan menghakimi",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11219,@muhammadsuudin8033,semangattttt,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11225,@sukirmansos,Pramuka merupakan landasan dalam proses pembentukan karakter yang bersahaja disiplin dan kemandirian,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11233,@ekopudjiono8343,@yonanwunandar7693 ,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
11276,@muhammadsuudin8033,ayo lanjutkan bpsdm jatim,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11310,@ekopudjiono8343,materi hari ini ,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
11345,@ekopudjiono8343,terima kasih... ,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11349,@muhammadsuudin8033,mantab materinya,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11361,@penunjangRSUDcaruban,""" Kami PRAMUKA indonesia... manusia PANCASILA...SATYA ku ku darmakan DARMA ku ku baktikan ...agar JAYA INDONESIA",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11381,@YubersonPatianom,salam Pramuka ,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
